Row size;OpenBLAS;Current;Ratio;Inaccuracy
100;0.00945595;0.0274978;2.90799;0
200;0.0383877;0.190249;4.95599;0
300;0.119166;1.55789;13.0733;0
400;0.255915;1.62717;6.35825;0
500;0.538281;1.68036;3.12171;0
600;0.876879;11.5058;13.1214;0
700;1.36117;12.2167;8.97517;0
800;1.97497;12.0508;6.10172;0
900;2.78822;12.1181;4.3462;0
1000;3.89655;12.289;3.15381;0
